~from,~to
62153,103802
117053,29408
114495,29408
137973,99381
115645,53455
61691,59801
55765,2057
12159,2057
78716,83876
83717,27314
124016,100823
63870,63797
106726,45474
120240,85994
123908,70490
69159,96650
7443,4157
32266,69873
54120,55709
48640,74145
26989,18768
11866,96938
6422,103886
21767,29885
36213,125395
61745,71119
3450,84232
6830,45296
47498,98951
108468,3464
7124,86366
99204,74878
76053,1252
111336,75896
126074,41218
110116,41218
99204,41218
126326,7773
64647,16119
125337,16119
14472,119740
102523,3551
110665,5893
28098,135715
118871,138343
15518,116266
60686,1783
126375,140482
103096,140482
113405,69463
98555,90833
95822,96087
68011,33574
109550,53075
29351,139830
126596,91700
84876,16093
101858,111916
131924,89485
15316,89485
16725,115825
87608,143183
57887,131216
49885,41648
85256,137163
122547,96774
125205,98890
79578,59286
3770,19459
115645,13469
71251,13469
90596,13469
106398,46499
7206,47146
80906,90530
121152,37445
49709,105188
111509,14667
8227,136609
5733,98601
109782,41034
12807,30341
29715,12736
130518,12736
43460,81273
97431,23727
21767,16473
102523,53742
103606,37969
129893,138966
103245,58387
125298,46650
107496,9461
122547,137151
99204,132605
61346,132605
59102,37969
138816,132605
2852,123227
108882,79563
96676,99422
85505,116274
95734,23887
115227,38454
117797,127956
61519,44071
10603,49611
18401,104913
113790,19616
59899,29137
57393,50702
9299,112888
63942,5857
8150,1560
87317,59379
51254,62662
116813,143467
43228,35553
129893,53979
124832,138724
110136,110725
129791,125704
53426,22109
38446,65533
131078,39100
36762,104939
59047,104939
15144,25701
106623,25701
25071,25701
32883,25701
77401,142402
53347,141444
14438,123028
88398,30517
99851,64214
13496,120725
136376,56939
118285,21405
55550,37977
138114,61113
35018,41243
137973,49088
134807,95822
30634,95822
100420,28432
72240,23659
14005,91913
134594,21402
120309,21402
57887,142943
71742,68347
88664,68347
110632,115362
93406,124921
46790,113499
76053,130996
19891,25447
45419,86016
100942,49733
33544,92862
110897,87662
123722,102606
80598,17361
14947,80568
140178,130494
111716,122361
109516,91243
77855,121648
64442,101306
53543,50194
16068,79379
1748,24427
63161,65675
5361,4874
83253,4874
85931,37678
15476,37678
85256,135580
131641,76880
114495,121609
138998,58311
71932,19084
43338,38076
31935,119376
42623,1036
47714,97924
61977,25998
51463,17908
37692,142857
131729,23628
5850,70392
70392,70392
101505,45879
50317,27234
105023,6537
41228,44285
103428,57763
94686,104327
63521,104327
53407,99002
125298,143119
51959,2677
66148,12833
123722,18191
136206,92540
72240,12188
54520,134444
15920,11245
4579,140383
40324,51897
35018,29777
7646,10239
107464,27909
136828,134937
82409,54628
40521,51129
2227,107645
141532,80514
143500,51900
11454,7963
89508,76392
132445,142015
4374,142015
58038,80776
64702,57763
112413,120094
130986,56731
126029,129525
134457,97155
61340,113199
110028,113199
2873,93525
18401,8869
54120,25159
84185,41947
106180,83499
31897,126401
80472,82472
21861,136802
92424,81905
60917,87661
61585,24005
113499,90745
140535,90745
90224,24986
8766,33703
133375,67599
16345,135753
69680,135753
92361,133282
28114,73842
16008,23064
12377,14622
39545,49643
63600,49643
13307,109825
101409,9628
30094,118227
46790,118926
8470,118926
106204,131501
12807,135595
84640,68378
22519,58042
42135,25463
34413,71428
100942,60216
1577,41233
94787,137608
6436,6436
87813,62091
87868,122432
139311,31498
38986,114262
35569,114262
136350,114262
45291,68183
31545,38729
124202,54372
97778,54372
138728,48140
4007,60665
53779,114383
106204,45317
80834,45317
102523,43106
32556,2200
92655,60156
92438,25066
130808,96821
91093,128165
56069,72557
128323,113019
131084,113019
21639,66215
79055,60250
141616,39433
133145,58880
32556,66436
83421,66436
47737,101461
6340,55442
127226,62367
75432,138391
112805,28865
106398,28865
13292,35360
109574,106772
25071,105472
136828,48861
16345,40006
67134,72568
92010,16301
108733,131318
94090,113550
58942,141053
126029,141053
98091,117594
133375,54536
113759,134583
63740,47540
43338,98358
50173,124516
120525,128968
124016,142410
90385,92403
95503,3214
133871,118766
111336,103137
102523,40295
33862,40295
46346,45234
7293,60725
107794,20860
126326,113138
98134,43713
81488,28873
61745,73146
102398,76484
121750,66243
63445,134050
8150,134050
15316,134723
101858,105240
123172,126186
88025,51609
47737,113722
13377,78619
8766,85936
3709,99237
122246,109997
126074,100717
107496,58998
134925,132337
6093,10856
140013,70845
88375,37483
76477,142114
61745,11838
51254,103333
56428,102750
63445,126832
30235,99525
65167,130081
94520,31927
59956,52311
70811,36387
39769,27716
62015,110826
137973,95815
116272,104388
35170,46979
84006,52491
106726,94284
102599,19674
103606,19674
64510,124903
28829,52779
30605,89709
50580,54739
129966,58654
86136,59259
80472,103764
116294,7796
125298,131304
4222,74678
131974,74678
101120,57785
26906,42421
14309,9452
94862,117690
5733,57532
43851,38350
78169,36119
126000,82353
84152,125534
30247,131601
20478,44268
52886,136378
74449,133982
128655,9268
61745,82276
61977,75972
110116,51944
88254,17644
73901,28149
111716,101870
27744,22853
77632,107812
115910,131630
94862,131630
102523,75534
63725,84947
8150,119869
140619,35473
109034,35473
92349,133917
57210,12085
3770,110077
83689,114656
96969,48064
136267,46294
72119,19095
43162,67270
38310,45865
78174,120
29220,124401
127033,65580
32039,98499
62015,98499
10534,89025
89047,39627
15085,68197
100983,122045
43655,122045
7246,122045
69781,94068
115645,55750
79578,95199
5006,92877
43371,33722
22019,50609
89210,110862
30246,117529
68011,10601
112163,55732
69159,6359
64926,54372
82741,56336
13294,105472
64336,53476
53779,58825
35935,16308
33300,92257
89210,63640
99708,28873
104834,43564
87608,89873
3503,89873
7100,74678
104493,121632
142604,114656
135740,28108
8979,113707
118285,135843
125388,26745
133904,28258
69020,104880
135552,51773
42840,117855
3393,97607
63725,47327
84006,43484
73901,28034
102437,58272
63942,3642
131084,78097
102523,2043
99851,74343
46717,12190
53411,34690
140705,28286
55033,28286
31192,86100
45419,75794
87540,139183
140766,127706
9589,135075
97726,96817
5821,41650
19904,41650
102523,124124
26789,89255
47745,16644
87753,19730
92870,70336
21767,130733
49285,131292
792,121558
50919,121558
128031,134975
88398,22311
57503,38626
106279,38626
8227,78902
120525,127886
41459,51790
44517,71595
64343,71595
129844,71595
33300,33349
68945,124835
40705,104715
124016,124016
60667,39741
67167,142501
64442,92924
17273,38390
85256,17391
135171,108708
137038,108708
119382,26905
19277,16420
86545,84936
41438,84936
109905,142500
103444,108662
16177,67275
138998,1861
108882,14134
37953,42130
43851,114521
120309,64272
4374,64272
52291,19133
58801,45580
32056,36976
93488,11383
37953,104316
123255,96336
98714,85149
6109,21626
124853,61789
110665,99982
85456,80399
200,121943
140178,10318
76898,10318
35290,67474
3665,130949
50906,46253
2563,111804
128447,55473
114495,23280
13377,99509
63725,134754
129785,44313
123908,20909
59102,93858
58936,22851
120129,22851
98091,8994
112840,26649
39545,77615
48303,22762
5503,22762
18401,31018
123561,6564
9590,36321
61269,88071
110897,115039
89508,120079
93104,44326
27309,111871
39339,23521
98091,121067
141802,121067
19277,56363
34209,15861
65392,47122
33862,132322
130347,45376
106290,25279
34209,34187
134594,34187
119936,120063
142660,66780
125317,58524
8227,140078
76335,128978
123722,109312
35569,15911
21861,44481
118285,122552
32437,79159
92870,7231
113175,142631
113630,80373
104032,13148
23131,80386
139311,63972
96968,100072
76,114306
114495,84579
85256,85435
8150,19131
104493,115569
118871,125918
94862,118741
129023,6711
136419,80127
32437,33837
11685,74923
93406,9084
94510,14389
7124,97343
48784,45805
16970,141582
20718,120309
109905,99343
128034,84649
8620,142556
5850,121746
123561,5331
3709,6608
60342,22627
118419,106201
123937,33627
21767,7121
102716,142487
27126,82646
3450,82646
17995,96369
75307,41639
101597,86791
141487,134154
8227,44530
110897,38430
128540,126344
107496,83842
52816,137695
133599,82412
105525,56115
138114,50837
10485,118174
136267,7337
38446,101958
87868,6157
107548,60743
55550,40940
66148,126979
14472,80301
84762,22335
32437,82416
82485,57814
102716,26636
128447,116265
31897,125803
52653,125803
85256,102651
47737,60116
64230,50232
6422,75070
114818,54820
75307,14070
133742,31432
61629,70016
28198,58142
55980,125494
121656,125851
33300,82883
121152,102529
61977,2009
91825,77966
87102,81015
75927,40282
127855,79232
8324,5790
25895,113845
18759,10435
110540,94785
66188,28494
57204,28494
105152,28494
141782,101951
88398,101951
62437,101951
107797,82648
123022,85784
19719,134597
50962,53927
70268,112464
109116,114079
77308,138238
129844,134299
2492,74603
109777,1362
34733,79159
29220,29220
29351,69359
136206,121746
46241,126344
55194,16000
66216,82416
69411,113037
75307,36309
33738,82087
68945,99179
84185,92241
93104,90758
29507,65725
27549,142234
110897,42128
121656,124386
85809,32024
15295,135202
99708,123374
21767,66112
67026,6543
105882,114001
113438,137840
43937,91420
109630,129465
29436,129465
92189,15412
29990,15412
57740,128590
140013,27373
3495,27373
120525,27373
32632,117503
32056,34586
118448,112432
65742,57511
16627,115401
19157,44229
68995,44229
69615,44956
121995,116276
55550,101279
57581,86129
95683,109319
25806,95602
143410,82251
99588,46094
21767,25611
31707,36897
120525,36897
8324,69195
82260,112493
54939,47886
60539,131409
38157,131409
34894,72923
129225,85950
79794,75484
131641,92961
15465,92961
28507,92961
83338,58987
110897,122025
117660,95724
67438,98995
113977,98561
96676,29409
52246,9598
32056,9598
110102,114094
61087,45476
90736,98654
7443,3342
20755,3342
60179,46564
34949,56113
79396,89664
12801,89664
35097,73830
73901,13542
50317,70128
126074,79698
126800,84154
69879,84154
27962,84154
135309,10013
64336,11680
51254,77998
106238,139607
122668,72514
136320,78768
18401,31752
41459,126951
87540,31711
49036,89282
114495,27264
70486,132374
72809,138807
55980,17958
21767,69772
17176,35524
33829,132020
57216,137432
63811,74989
77247,100463
49507,131551
62153,37994
117919,138398
128391,39791
7840,39791
129115,39791
32247,29288
107464,29288
67439,132660
108710,69265
60539,66435
71442,125372
27126,32262
114792,76079
122700,79263
88246,78010
46241,78010
109743,110288
120794,110288
44013,5208
72877,10454
107464,36704
86136,46682
25676,79791
113759,64521
86807,116409
15666,93769
49249,137254
76813,143382
33300,19629
30634,49293
90736,1608
53426,1608
102590,135609
124016,135609
83047,22823
53542,59749
123022,77922
1748,19138
138886,17263
92599,16377
23513,59268
28335,47759
6422,39243
128655,82297
121746,79794
136206,79794
999,79794
86037,491
73182,56245
115761,141781
61629,37197
69680,69171
2478,21623
82957,98444
100349,14483
40873,25115
110897,52046
27744,51911
43817,76912
56653,143294
65167,61828
83689,129966
141782,129966
48303,129966
120794,129966
999,129966
121095,81842
86051,132353
10213,113476
26320,105415
134070,91339
76,79396
121750,45483
105525,101392
89728,1987
98421,130300
62437,122267
7124,122267
85931,13089
96929,92733
115761,128492
139404,125934
96399,2586
48303,2586
6422,88424
77247,72275
97019,40507
7124,35650
57503,74595
78815,32098
64230,2100
55965,135879
61269,44376
120240,76434
74375,34141
63600,118125
138274,38555
85256,50306
104032,14861
38446,14861
77658,104433
131084,98545
132445,31160
142878,135943
120525,58968
28829,102630
12093,39688
111716,73430
77688,73211
33544,73211
54520,10696
59047,10696
113977,118110
43371,25826
138946,97687
57618,126534
127370,126534
48555,31101
110540,106451
129966,2265
15518,109836
65742,39545
64343,40507
67921,27075
76,85177
120496,2265
86136,39545
137973,119155
27744,43442
110136,91775
43851,75225
75646,96206
2177,58217
29981,58217
134854,38955
808,137605
90042,33741
93740,109481
25855,109481
8150,828
108688,139311
121275,139311
3642,135447
7407,104669
36086,127656
19120,86857
110021,110021
76053,98545
19719,88328
83717,39315
1748,44855
36213,58217
17887,122870
61629,61024
53426,82876
100983,131478
35935,41216
126461,73565
34901,58882
35704,8116
35400,34706
69686,34706
48303,34706
23028,129301
107267,97858
118211,123703
118092,78786
49036,55230
136824,135444
49190,21806
111694,106706
116294,99341
57887,140591
96968,131039
48168,89656
52144,75
105572,69727
94216,121088
103428,3992
93160,143436
36086,90597
93740,61867
45222,72312
17499,5616
98555,58962
61269,123294
76752,55833
108710,54020
19252,89849
58102,43391
97778,68764
71111,113659
51429,2476
3368,35386
21484,15349
138946,52150
31734,132517
15712,95314
35400,134348
119333,50871
84152,99964
17273,139194
123261,86903
77855,26295
43162,26295
35704,22949
93406,50158
808,112485
132803,135644
116234,47729
96882,5641
47737,141495
79578,128276
136419,25535
17489,130135
7206,130135
64702,143947
116435,76407
57298,105524
114431,140057
43935,140057
14944,7886
136828,19178
107496,97368
97434,66355
68781,109163
59956,73638
17443,6717
118092,34108
58801,59370
94090,43970
34817,38861
35018,104738
64343,58842
55334,105097
85256,104009
120794,43121
61519,73986
76912,124926
88729,101387
126731,103938
63725,95136
42432,4212
26463,15789
94216,81543
13444,7644
17535,54340
41535,54340
130074,120355
23327,101042
10603,27630
89910,101042
118871,34451
61671,105919
38446,141122
67652,128443
60667,128443
97574,105810
106180,114214
63600,33148
44013,115069
142497,76658
55033,76658
61269,65352
18401,92489
18578,6863
95807,36182
84640,12176
118092,12176
57393,80677
48245,26776
33736,27194
68945,69432
57298,202
33909,9038
93488,100679
109574,123521
58801,65349
11454,34905
105525,83082
21556,106903
98555,124108
19904,27036
27126,141074
82485,120982
46287,38113
80532,118492
70992,35450
797,48537
100728,38369
61269,81664
12801,127855
140705,127855
8620,50496
48507,139390
48507,139390
18925,27841
73901,89163
66301,62903
8150,28557
123694,5858
52286,22475
82260,131792
75722,45969
13292,39558
131706,60988
131760,42084
45000,51421
42219,25947
88254,104380
37953,109301
140178,4299
53690,19310
18401,81000
43638,25904
43041,44541
98421,82065
58233,1582
37953,128282
88649,19028
21263,7980
4031,3440
22432,110779
66148,22634
56073,74232
101409,84538
71251,47951
91663,618
17427,618
67921,32927
140482,32927
137698,33816
31813,59503
54770,46728
63344,472
76515,118937
54520,136660
84063,103131
119955,11712
17443,105146
65218,9374
101720,112942
73901,36757
53411,44617
77688,138606
32883,72414
41133,72414
79822,111585
33917,22917
92438,54633
111767,67157
136351,46199
77855,46199
109538,71149
86755,71149
53690,116800
135226,116800
14472,26308
73570,26308
8979,53278
137349,33556
129966,125430
54115,124681
141616,124681
53779,37405
76544,39584
25895,36410
17689,32516
64048,19697
82485,110872
98181,79525
141782,77664
110136,32651
27126,75171
54939,75648
139133,72414
19891,131006
64433,17770
27549,119314
110632,78888
82260,142013
44606,14534
24790,36299
5006,75196
76198,5678
33544,9547
23709,126677
90156,135678
48640,84066
17443,17232
67540,64930
33675,30285
57204,16796
37440,141517
126000,100480
24848,137220
6124,123748
86906,141689
84006,63560
21767,140181
86136,104340
110897,118557
66216,80419
55691,87159
121275,87159
110665,883
28545,134320
103206,131261
95576,64059
72215,76993
99521,76993
30634,10241
8470,10241
142660,86616
56974,109638
7723,42482
28545,17705
23327,111689
123173,114969
25071,12122
29965,15887
76473,20910
73901,84706
28507,48990
70286,109406
59047,89800
109905,51654
8328,29635
121067,128066
117919,119870
61745,62124
105023,21733
61629,30134
16725,50954
108882,133822
42432,73600
39457,111128
16068,107455
15811,121768
103606,68525
22432,68525
21497,20154
999,59352
30094,51363
43338,21565
43638,17797
41325,143171
92438,26657
47719,87108
128365,2143
138114,15099
18401,127815
67652,33359
117919,119491
62622,113388
55550,8882
15282,10404
126461,127034
60342,87246
15237,38694
20805,76183
101946,100428
101597,30458
101820,30458
31974,50560
64048,14084
94983,128633
136351,128633
118211,35132
54120,1585
